Date,Close,High,Low,Open,Volume,EMA_50,RSI_14,MACD,MACD_Signal,Ticker
2022-02-17,158.5398712158203,163.68984188783384,158.0644844717996,160.04524242257403,1043971,,49.39665966967703,1.075029692549947,2.2437541854320417,GGAL.BA
2022-02-18,160.2036590576172,161.07519716557286,157.66829195663334,160.36211723463168,1781911,,51.54022973590718,1.087994343287761,2.012602217003186,GGAL.BA
2022-02-21,161.35247802734375,161.55055374900243,157.27212299700759,160.83748598686418,475360,,53.020051365901814,1.1773967157438676,1.8455611167513224,GGAL.BA
2022-02-22,165.39324951171875,166.93823792756407,159.0548255783355,160.52059094876407,1797909,,57.890867042661554,1.5563644283505482,1.7877217790711677,GGAL.BA
2022-02-23,167.37400817871094,168.6020802424361,162.46173201339462,165.5913264347957,2064547,,60.07598709469214,1.9935493455278106,1.8288872923624964,GGAL.BA
2022-02-24,162.18441772460938,162.42211103672628,155.29138421072366,159.2132815471083,2363133,,52.40335613837772,1.8993702062879265,1.8429838751475824,GGAL.BA
2022-02-25,158.1436767578125,164.32363021736506,157.50983196746296,162.18441462832118,1613773,,47.334248756831876,1.4815995761271097,1.770707015343488,GGAL.BA
2022-03-02,160.7186737060547,161.62981735038227,155.29139314056334,157.66830221924545,1707644,,50.61283687674705,1.3428149406628904,1.6851286004073687,GGAL.BA
2022-03-03,162.93710327148438,164.56132680109584,156.08368731894797,160.87712277381723,1966969,,53.309582273387896,1.3957465455538056,1.627252189436656,GGAL.BA
2022-03-04,154.3406219482422,164.79901880034743,153.03331478573904,164.79901880034743,3412234,,43.41633640800925,0.7355520387503987,1.4489121592994048,GGAL.BA
2022-03-07,146.9722442626953,155.96489045907796,146.02148283632584,154.49912469663388,2540582,,37.0666447478306,-0.37786754165199454,1.083556219109125,GGAL.BA
2022-03-08,149.3887481689453,152.9144944574301,146.1006831328192,148.16067597688823,1264042,,40.15770864931308,-1.0531290945552882,0.6562191563762424,GGAL.BA
2022-03-09,152.67677307128906,154.4990722386877,150.6167926951899,150.6167926951899,1541103,,44.17547272175099,-1.3078861128018957,0.2633981025406148,GGAL.BA
2022-03-10,158.1436767578125,159.25289607373634,152.12216938386754,153.7067753149495,1638849,,50.166343832199395,-1.056471105234806,-0.0005757390144693392,GGAL.BA
2022-03-11,155.37063598632812,162.34289329132656,154.10294624564548,160.0452192371228,1088307,,47.388321311929346,-1.0686652080828765,-0.21419363282815077,GGAL.BA
2022-03-14,148.20028686523438,155.96485911786783,147.36836625074062,154.26140031874533,1669543,,41.057190718547794,-1.6380341335572552,-0.4989617329739717,GGAL.BA
2022-03-15,148.5568084716797,151.2902513296418,146.37797528076172,148.16065698242187,855872,157.67385223388672,41.475863950474825,-2.037013372847184,-0.8065720609486142,GGAL.BA
2022-03-16,156.9156036376953,157.5890538999098,148.95295647219575,148.95295647219575,1444094,157.6441169948204,50.375687191934446,-1.6595916425477526,-0.977175977268442,GGAL.BA
2022-03-17,161.03558349609375,161.6298107414668,157.07406852694015,157.07406852694015,1327468,157.77711568114483,54.08218444500774,-1.0163187695058866,-0.9850045357159309,GGAL.BA
2022-03-18,158.3813934326172,163.3729056508909,157.66832543982946,160.83753801148433,1370572,157.80081284786925,51.41775691073903,-0.7124783325053556,-0.9304992950738159,GGAL.BA
2022-03-21,161.55059814453125,163.21443949953564,160.2036852850251,161.6694508639378,2283228,157.94786325165992,54.312124015775964,-0.2134932457852301,-0.7870980852160988,GGAL.BA
2022-03-22,164.36326599121094,164.79903508844836,162.30328530635643,163.84827384239358,2089055,158.1994476728188,56.773505382115935,0.404254821275174,-0.5488275039178443,GGAL.BA
2022-03-23,162.97674560546875,167.57210601335015,162.699446773619,164.3632760334752,3101645,158.38679268978547,55.19491482064636,0.7730329647387748,-0.2844554101865205,GGAL.BA
2022-03-25,169.31517028808594,173.91053069240846,165.86865905203348,173.0389924453593,4035666,158.8153565171698,60.589690551498414,1.5587815365530844,0.08419197916140048,GGAL.BA
2022-03-28,164.7990264892578,167.45324641518306,164.04634104580552,167.17593552516058,669270,159.0500102415654,55.46533949513818,1.7963704389335078,0.42662767111582195,GGAL.BA
2022-03-29,162.18441772460938,167.01747074251145,162.0259595463928,165.59132295939412,1039230,159.17292818207693,52.68710979458668,1.7534713534313369,0.691996407578925,GGAL.BA
2022-03-30,164.60096740722656,165.59134627249267,160.08484219953027,160.08484219953027,1314669,159.38579246541613,54.933937586076375,1.892651573335769,0.9321274407302939,GGAL.BA
2022-03-31,163.0955810546875,167.80978159281713,162.81827016261562,166.3836337428189,1189632,159.53127437087775,53.237852003050364,1.860039426068738,1.1177098377979828,GGAL.BA
2022-04-01,166.027099609375,167.57208807441367,164.6801868985614,164.6801868985614,1047394,159.7860126155247,56.08154951588802,2.0471448999392408,1.3035968502262345,GGAL.BA
2022-04-04,164.9971160888672,167.5721010938555,164.6009645496382,166.3836464761686,835566,159.9903696144793,54.82015335639311,2.088244293501674,1.4605263388813226,GGAL.BA
2022-04-05,159.13409423828125,166.779814882823,159.05485908658773,165.59136014494064,1506772,159.95679018796173,48.17736436597853,1.6289415705365968,1.4942093852123775,GGAL.BA
2022-04-06,157.82676696777344,158.9756039856458,155.68755112594468,157.5494681508168,1894235,159.8732598656014,46.815154067620384,1.1462373577965366,1.4246149797292094,GGAL.BA
2022-04-07,155.80641174316406,158.30217395355913,154.49911636361435,158.30217395355913,2519528,159.71377562550583,44.71115700991969,0.5938198243954957,1.2584559486624667,GGAL.BA
2022-04-08,155.5290985107422,158.06446597309525,154.53871965126163,155.88563248223804,1006913,159.54967064061316,44.41608603050306,0.13212503382374052,1.0331897656947215,GGAL.BA
2022-04-11,151.64675903320312,155.29135694007854,151.52791844280625,155.29135694007854,1913776,159.23975253836178,40.396663312646794,-0.5408096468418364,0.71838988318741,GGAL.BA
2022-04-12,152.12216186523438,153.8652258853569,150.14140454928082,151.7656279662794,2721605,158.96063133549404,41.09956540526283,-1.0239507274651487,0.3699217610568983,GGAL.BA
2022-04-13,150.9337158203125,153.07293142189621,150.22064798297922,150.53756433521983,1592688,158.64585033489868,39.83485838460365,-1.4856159226770274,-0.0011857756898868423,GGAL.BA
2022-04-18,152.67677307128906,155.1725345688948,150.379099396906,153.70676930413032,979132,158.41176887358066,42.623566830529384,-1.6913420251420348,-0.33921702558031647,GGAL.BA
2022-04-19,153.70677185058594,154.49907479826936,152.32024169213994,152.9144689029025,668255,158.2272591864044,44.26747160294291,-1.7510837466719238,-0.621590369798638,GGAL.BA
2022-04-20,154.73680114746094,155.29141091137004,152.9145015606858,153.70680467758055,676365,158.09037847899486,45.93568410798305,-1.6957669891833973,-0.8364256936755899,GGAL.BA
2022-04-21,152.51832580566406,156.0836892660562,152.12217431006493,154.30100753586012,722704,157.8718666094525,42.95352283165261,-1.8100750612752563,-1.0311555671955233,GGAL.BA
2022-04-22,152.99371337890625,155.68753872974494,152.5579443131453,155.053693914964,853840,157.68056648276442,43.795556567847065,-1.8410823761737731,-1.1931409289911734,GGAL.BA
2022-04-25,153.6275634765625,154.02371501940004,148.6756691910933,152.12219244961412,1785890,157.52162518840356,44.96206060787906,-1.7938313202137124,-1.3132790072356813,GGAL.BA
2022-04-26,151.01296997070312,153.54833737666632,150.33950752540076,152.51834096779788,798405,157.26638380731728,41.16661274771599,-1.9449403016786562,-1.4396112661242764,GGAL.BA
2022-04-27,151.13182067871094,153.66718825383106,150.89412732394644,151.40913160753388,764400,157.02581270423468,41.40873348477183,-2.0316849993194523,-1.5580260127633117,GGAL.BA
2022-04-28,150.85452270507812,152.6768224619877,149.82453822862195,151.1318336577162,655767,156.78380133171873,40.984932497066936,-2.098614899933864,-1.666143790197422,GGAL.BA
2022-04-29,147.4475860595703,153.27100557634378,146.17989648457518,151.48832391189774,1191763,156.41767524261488,36.09682184891943,-2.398915438804096,-1.8126981199187568,GGAL.BA
2022-05-02,146.4572296142578,147.20991512460418,144.19916099363317,144.99146407601577,1417928,156.0270695316989,34.79761459763486,-2.6858583644532246,-1.9873301688256504,GGAL.BA
2022-05-03,150.2602996826172,151.32991385723372,147.80416697324188,148.16070100158487,1458001,155.80092169448002,43.24531774604926,-2.5766843165376656,-2.1052009983680535,GGAL.BA
2022-05-04,150.18106079101562,150.93374634700731,148.16068539050062,150.53759478179208,725954,155.58053499238338,43.11996256646832,-2.468106221158507,-2.1777820429261445,GGAL.BA
2022-05-05,148.76516723632812,152.35235907315203,146.33247985162828,150.04336275192156,2328438,155.3132656686165,40.84179875823085,-2.467860119783438,-2.2357976582976034,GGAL.BA
2022-05-06,150.16708374023438,151.28034118907468,146.53865693555792,148.76518441625763,504940,155.11145461260153,43.996773238739166,-2.327709748083578,-2.2541800762547983,GGAL.BA
2022-05-09,146.1263427734375,150.08462100895903,145.301701998663,147.61069868463554,909257,154.7590972855755,37.7479553430019,-2.5137170297374496,-2.3060874669513285,GGAL.BA
2022-05-10,145.42538452148438,149.58980976221955,144.14718898981516,148.60024349296583,1154952,154.39306933404254,36.772262280633925,-2.6867197801379064,-2.3822139295886444,GGAL.BA
2022-05-11,148.2703857421875,148.64147150395732,145.67276024376432,145.96138949348375,1141932,154.15296409514627,43.19049920913582,-2.5646936919894188,-2.4187098820687996,GGAL.BA
2022-05-12,150.41445922851562,150.9092486836366,145.1367637613117,145.961404464501,849690,154.00635606116077,47.514532826815426,-2.268824727243043,-2.3887328511036485,GGAL.BA
2022-05-13,158.74331665039062,159.07316785957423,152.5585121055702,152.5585121055702,2675292,154.19211922152274,60.19059188729721,-1.3467527271669155,-2.180336826316302,GGAL.BA
2022-05-16,162.41297912597656,162.86653401578872,155.52723700980349,159.98029164082539,2833476,154.5145058844425,64.2835631017962,-0.3162474273207181,-1.8075189465171855,GGAL.BA
2022-05-17,164.2684326171875,166.57742920193698,162.45422550881972,166.16510883262524,2018090,154.8970128151384,66.17709452573007,0.6427458630521983,-1.3174659846033088,GGAL.BA
2022-05-19,160.06277465820312,164.84568094328165,158.74334442458328,162.4542278007424,861436,155.09959171094485,58.5943149621915,1.0512750611968613,-0.8437177754432749,GGAL.BA
2022-05-20,157.67127990722656,163.07267834368395,155.85707310723777,160.80491669794372,1231178,155.2004422284461,54.75243046776664,1.1685929421588241,-0.44125563192285505,GGAL.BA
2022-05-23,161.58834838867188,162.8665440356823,157.50637929526744,162.0419033063877,1466872,155.4509483523765,59.443053077618,1.5596640617496291,-0.04107169318835819,GGAL.BA
2022-05-24,163.4437713623047,163.56747500738177,160.63999823613585,163.19637665516802,1334813,155.76439239198154,61.480036756666564,1.9962958136077589,0.36640180817086526,GGAL.BA
2022-05-26,165.4229278564453,165.58785347824966,163.56748629935515,163.56748629935515,1228967,156.1431584886272,63.581245839173754,2.473517837375539,0.7878250140118,GGAL.BA
2022-05-27,163.56748962402344,167.19590370954344,162.86653998833455,165.42293121882724,1035649,156.43430872923096,60.26244491935221,2.671209332186976,1.1645018776468352,GGAL.BA
2022-05-30,163.2376251220703,166.49495339189127,161.8357384394533,164.1035003793692,359876,156.70110545051878,59.666159734903616,2.7693407216163735,1.4854696464407429,GGAL.BA
2022-05-31,160.80494689941406,163.6911895360702,159.98030614608373,162.45422840607472,2077178,156.862040409299,55.31890939990945,2.6206050491726103,1.7124967269871163,GGAL.BA
2022-06-01,157.21774291992188,160.39261461780035,155.85709081112734,159.98029427173915,1475178,156.87598952736263,49.58213376978194,2.1880510846583547,1.807607598521364,GGAL.BA
2022-06-02,158.0423583984375,159.98026874896397,154.20778482503226,154.20778482503226,810764,156.92172948309107,50.844106422086114,1.8900017650526024,1.8240864318276118,GGAL.BA
2022-06-03,157.38267517089844,159.77412805437615,156.10447962985987,157.42389713753042,420249,156.9398057845737,49.77083624243671,1.5823245561554984,1.7757340566931892,GGAL.BA
2022-06-06,154.20782470703125,157.5063878023688,152.7234687975254,157.5063878023688,1222484,156.83266927172892,44.86260060042368,1.0699703007150276,1.6345813054975569,GGAL.BA
2022-06-07,154.12533569335938,155.52723489425833,153.012078342256,153.58932429279307,1171439,156.72649932747913,44.73914928888917,0.6497794350973436,1.4376209314175143,GGAL.BA
2022-06-08,149.34243774414062,153.30070308916953,148.9301173887819,153.30070308916953,3071001,156.43692828499528,38.17897710007011,-0.06837654314588804,1.136421436504834,GGAL.BA
2022-06-09,144.806884765625,149.13624762778446,144.3945644930384,148.84761840376737,2355264,155.98084814698075,33.20648365748043,-0.9920656350055594,0.7107240222027553,GGAL.BA
2022-06-10,148.3528594970703,148.47656315404964,141.42588252886404,143.8998046722261,2284459,155.68171133718033,39.807110729794054,-1.421578299509605,0.2842635578602833,GGAL.BA
2022-06-13,144.64198303222656,148.2291753407173,143.28133082308557,145.9201787158853,1739703,155.24878081541743,35.81798617206233,-2.037915081720996,-0.1801721700559726,GGAL.BA
2022-06-14,145.54908752441406,150.08461149826266,143.61117679328942,146.57988842756149,1798799,154.86840068635848,37.46761944074223,-2.4252143096412055,-0.6291805979730193,GGAL.BA
2022-06-15,147.89932250976562,149.91968981651036,146.86852157948573,148.51780306793356,1895802,154.5951035029627,41.65206758828134,-2.5135329730305216,-1.0060510729845198,GGAL.BA
2022-06-16,146.08509826660156,149.25997006641515,144.72444611412075,145.87893808695182,1896882,154.26137780741914,39.457125653890834,-2.698808697670245,-1.344602597921665,GGAL.BA
2022-06-21,145.59030151367188,148.43530908792027,144.55950075611688,146.78602787583227,977564,153.92133559982122,38.855727522227674,-2.852683052562753,-1.6462186888498826,GGAL.BA
2022-06-22,144.9718475341797,147.89932473686088,143.4874916556211,146.12633956027003,1826038,153.57037528352154,38.07457308693344,-2.99006603493018,-1.9149881580659422,GGAL.BA
2022-06-23,142.53912353515625,145.13673622414328,139.94149826315308,144.64194686289994,1667996,153.1377771757425,35.08649477177016,-3.2576909009814017,-2.1835287066490343,GGAL.BA
2022-06-24,140.10643005371094,144.97181704444395,139.6941097621073,141.8381803116529,1395898,152.62674395527068,32.35223102766491,-3.624304838419107,-2.471683933003049,GGAL.BA
2022-06-27,143.28131103515625,143.61116225756973,137.71498672156025,140.18890863871403,1736802,152.260256389776,39.03013812569341,-3.616968502126298,-2.700740846827699,GGAL.BA
2022-06-28,146.1675567626953,148.84763890361918,144.14718966537163,144.76567015943098,2406932,152.02132699263558,44.40326075934498,-3.3397598216131144,-2.8285446417847826,GGAL.BA
2022-06-29,147.65191650390625,148.2291624642147,143.48747854672246,145.96140059063146,636354,151.84997756170503,46.99060910125559,-2.966103128788376,-2.8560563391855016,GGAL.BA
2022-06-30,145.3016815185547,147.11588845074425,143.8997949156363,145.34291606808537,1370767,151.59318163844424,43.53591158458873,-2.8270335463037384,-2.850251780609149,GGAL.BA
2022-07-01,150.00213623046875,151.07417164230483,143.0751594790973,145.75524171717836,1009070,151.53078770087657,51.25463607529693,-2.3108939414544807,-2.7423802127782153,GGAL.BA
2022-07-04,144.60073852539062,150.08459364458187,143.98225805707506,150.08459364458187,945611,151.2590210665438,43.83846815022315,-2.3110568150807467,-2.656115533238722,GGAL.BA
2022-07-05,154.24905395507812,154.94999103890845,146.085103025203,150.90925641935738,2105572,151.37627725825104,56.06684500763018,-1.515181404698012,-2.42792870753058,GGAL.BA
2022-07-06,154.00161743164062,155.11488716917205,148.97130521592825,154.2077775620712,1241608,151.47923177485455,55.73170276088872,-0.8941037955304978,-2.1211637251305637,GGAL.BA
2022-07-07,159.15565490722656,162.7016124295353,155.0324514122207,155.85709211122187,2494518,151.78026797612404,60.96574692087882,0.013832976605101521,-1.6941643847834307,GGAL.BA
2022-07-08,164.433349609375,167.40206114565808,159.9802948879688,162.2068222486719,2217369,152.2764672558594,65.46816296396455,1.1460344925339712,-1.1261246093199504,GGAL.BA
2022-07-11,161.38217163085938,164.51580859692822,155.52723060403744,160.80492569624562,831094,152.6335537019378,61.08165892233384,1.7766279270406926,-0.5455741020478219,GGAL.BA
2022-07-12,157.01156616210938,158.08360146523543,153.05330132443942,156.14570359325472,2127819,152.8052404650818,55.3597463519188,1.9017838519870907,-0.05610251124083935,GGAL.BA
2022-07-13,152.84715270996094,154.4551994945155,151.11540227550645,153.58932427728828,1622512,152.80688408252803,50.50504951570254,1.6459638157824088,0.2843107541638103,GGAL.BA
2022-07-14,150.62060546875,154.1253281330441,147.6106722137985,147.6519067617466,807067,152.72114766630145,48.07747574131725,1.2491612859438703,0.4772808605198223,GGAL.BA
2022-07-15,157.21774291992188,157.34144657355125,149.67228562020958,149.91968034444994,827528,152.8974847350709,54.98197759809014,1.450308031765644,0.6718862947689868,GGAL.BA
2022-07-18,159.89781188964844,161.4234020765804,158.74332004976617,159.15564036158375,929353,153.17200736858373,57.45700350888793,1.8051685848319323,0.8985427527815759,GGAL.BA
2022-07-19,160.02151489257812,162.041881895795,158.33099910428825,161.62956158562758,844566,153.4406155067796,57.57294933916384,2.0724895587234755,1.133332113969956,GGAL.BA
2022-07-20,155.98077392578125,159.1556454617222,155.48599708555545,159.1556454617222,2648143,153.54022956242673,52.53619122558485,1.9359726428117199,1.2938602197383087,GGAL.BA
2022-07-21,164.3921356201172,165.75278780019474,153.46564587706953,156.0632591601336,1827159,153.96579450586557,60.31853326097382,2.4779443949325923,1.5306770547771655,GGAL.BA
2022-07-22,166.20632934570312,166.98973546461252,158.74332877500203,164.9281337922099,3618311,154.44581547997686,61.77434333062449,3.0190494620833306,1.8283515362383986,GGAL.BA
2022-07-25,176.76171875,178.5346910178947,167.4845119419108,169.010089511653,2590162,155.3209489415464,68.91907897901987,4.250612422021902,2.3128037133950996,GGAL.BA
2022-07-26,176.88540649414062,182.2455703272964,172.3498832507011,177.29772678899877,1988558,156.16661394360892,68.99221629667205,5.1769389779505275,2.8856307663061855,GGAL.BA
2022-07-27,186.08016967773438,186.3687989571143,171.6077354003556,176.47311051691355,2759436,157.33969456063346,73.90760298849611,6.577182328688991,3.623941078782747,GGAL.BA
2022-07-28,189.99722290039062,193.62564973365627,181.4209641727067,190.07969200822225,4644094,158.62038194650628,75.6765535000688,7.911756922343386,4.481504247494875,GGAL.BA
2022-07-29,186.24510192871094,195.4398404438095,181.87450382412337,193.79055908985328,2940438,159.7037042987496,70.7299500141575,8.56788683219682,5.298780764435264,GGAL.BA
2022-08-01,180.18399047851562,186.36879564368206,178.12238875679347,186.36879564368206,1848991,160.5068527763875,63.508301107325245,8.500801525289233,5.939184916606059,GGAL.BA
2022-08-02,186.24510192871094,186.36879299705038,175.89585891603215,175.89585891603215,2656873,161.51619588040018,67.12328314887762,8.834874046955122,6.518322742675871,GGAL.BA
2022-08-03,186.0389404296875,188.6777880605517,182.2455883094953,187.19343233599744,1363536,162.47787213723498,66.88059299694625,8.979483520737602,7.010554898288218,GGAL.BA
2022-08-04,184.18348693847656,190.40951353373632,181.8332561455651,188.3479119901358,2377323,163.32907271767584,64.61622132464511,8.842437861060432,7.3769314908426615,GGAL.BA
2022-08-05,183.23512268066406,187.6057199927016,182.65787682805893,185.54411867410047,1111195,164.10970212798912,63.43405158752972,8.558644393612553,7.61327407139664,GGAL.BA
2022-08-08,188.30670166015625,188.71902199435146,183.07022838266997,186.69864229038055,1161617,165.05860407042707,66.91953183506797,8.64333507823693,7.819286272764699,GGAL.BA
2022-08-09,183.8948516845703,189.25501552290982,183.8948516845703,187.1934140466254,779838,165.7972804474523,61.43355861894742,8.259246185480123,7.9072782553077845,GGAL.BA
2022-08-10,181.04986572265625,187.19343633693435,180.55507627622353,184.71951427080745,670888,166.3954210464799,58.124502641361595,7.637248928546654,7.853272389955559,GGAL.BA
2022-08-11,183.8123779296875,186.36876872864093,182.24556588066216,186.36876872864093,1402952,167.07843896346844,60.357402787020774,7.283266308677696,7.739271173699986,GGAL.BA
2022-08-12,189.66734313964844,190.49198376199473,183.19390922102306,183.19390922102306,1976204,167.9642783429265,64.65867517355207,7.389992064176937,7.669415351795377,GGAL.BA
2022-08-16,191.64646911621094,194.6151802894259,188.55406688703576,191.48154351392498,2118395,168.89299170658472,66.00152690239008,7.547271670585275,7.644986615553357,GGAL.BA
2022-08-17,190.904296875,192.80097275148458,188.84269539686827,188.84269539686827,2295390,169.7561801445618,65.00405281451317,7.52528301624352,7.62104589569139,GGAL.BA
2022-08-18,197.3365020751953,197.50142768191705,190.4919824405964,190.4919824405964,2609331,170.8377613967435,69.33017520715987,7.935407613384598,7.6839182392300325,GGAL.BA
2022-08-19,194.7388916015625,196.18201279195355,192.14127849206588,195.19244649228904,1724288,171.7750606204619,65.79297691863474,7.959081517938813,7.738950894971789,GGAL.BA
2022-08-22,198.4497833251953,199.56305332530013,190.5744745517069,193.37824795364827,1364936,172.82112817751027,68.28254698225396,8.182953215780344,7.827751359133501,GGAL.BA
2022-08-23,208.2217559814453,208.63407629031946,200.79999042171062,202.03695134833308,1587610,174.20938809139008,73.7088837322242,9.044628823809717,8.071126852068744,GGAL.BA
2022-08-24,209.66490173339844,211.7677254896783,202.8616158364445,203.60378744654108,2177191,175.59980039107668,74.40530344749256,9.731780840811183,8.403257649817233,GGAL.BA
2022-08-25,211.8501739501953,212.50990155735514,204.42840824038365,208.63408050915058,1310857,177.02138366790487,75.46510901440044,10.333568029935066,8.7893197258408,GGAL.BA
2022-08-26,211.19044494628906,217.70510010563777,207.8094137371997,213.66436653839858,1787700,178.36134685529248,74.46266641986979,10.634664305661403,9.15838864180492,GGAL.BA
2022-08-29,209.1288604736328,216.7980079608311,208.2217507835472,211.10799287361618,1638767,179.56791601679603,71.2764195345218,10.584916309558054,9.443694175355548,GGAL.BA
2022-08-30,206.49002075195312,211.93265426032835,204.5108881578266,208.63409154810535,1465575,180.62368482993946,67.30639032980773,10.214808399661536,9.597917020216746,GGAL.BA
2022-08-31,197.8725128173828,209.45871596096066,196.96541569177165,206.16015350488254,1283459,181.30010945689804,56.28165762811619,9.120993211661073,9.502532258505612,GGAL.BA
2022-09-01,198.20237731933594,200.38766992107077,193.83177953284905,197.0891074532342,958183,181.96294349071914,56.57487615521344,8.186386535045443,9.239303113813579,GGAL.BA
2022-09-05,201.0061798095703,202.65546128493088,199.15073814978967,199.15073814978967,368417,182.70973707185055,59.0866976630913,7.584517838512909,8.908346058753445,GGAL.BA
2022-09-06,203.23269653320312,206.57249386072877,199.23319671684837,200.38768865531773,920978,183.51455901151144,61.01514109355615,7.204148907918096,8.567506628586376,GGAL.BA
2022-09-07,209.9122772216797,212.2212735280071,202.28435130919902,202.86159724002647,2068628,184.54976364720432,66.1672763121782,7.356884542482476,8.325382211365596,GGAL.BA
2022-09-08,210.4644317626953,217.13261177893912,204.50475096059503,214.21528302183248,1121380,185.56602514192946,66.56068575476604,7.436756589444599,8.147657086981397,GGAL.BA
2022-09-09,220.7584228515625,221.30020734899216,208.08887161569348,211.71469930939364,2027618,186.94611916975822,72.88986412351544,8.235758119487599,8.165277293482637,GGAL.BA
2022-09-12,216.2157440185547,224.50930355192722,215.79898274425636,220.96683272039144,1268609,188.09394759520123,66.87448058338143,8.405522737606276,8.213326382307365,GGAL.BA
2022-09-13,209.42250061035156,219.17472275390628,208.38059762224037,216.71582152712998,832014,188.9303614389326,59.02912943516104,7.900828616815744,8.150826829209041,GGAL.BA
2022-09-14,214.42364501953125,215.007120895099,209.67256971441057,209.67256971441057,922809,189.93009804993648,62.51555173117462,7.814326752919385,8.08352681395111,GGAL.BA
2022-09-15,215.00714111328125,218.71630101162563,210.17269530463176,214.2986418940641,989394,190.91351150340097,62.912094782267346,7.704049177539957,8.00763128666888,GGAL.BA
2022-09-16,216.17405700683594,219.21640892541768,209.29749665081047,214.9237733057404,456196,191.90412113098665,63.73827346452334,7.622941243295031,7.930693277994111,GGAL.BA
2022-09-19,225.6761932373047,229.21866349126054,212.42319196286343,218.2161574688459,1088215,193.22851611554816,69.66428276532363,8.230529185068775,7.990660459409044,GGAL.BA
