close,ema_50,rsi_14,macd,macd_signal,ticker,date,high,low,volume,open
68.80000305175781,,,,,GGAL,2025-01-02,69.0,62.52000045776367,1370300,62.52000045776367
70.12000274658203,,,,,GGAL,2025-01-03,70.98999786376953,67.33999633789062,1170800,69.80000305175781
71.11000061035156,,,,,GGAL,2025-01-06,73.94999694824219,70.86000061035156,1453900,72.5
72.22000122070312,,,,,GGAL,2025-01-07,74.0,71.0,1133500,72.38999938964844
71.0,,,,,GGAL,2025-01-08,73.0199966430664,69.69000244140625,929600,71.91000366210938
72.05999755859375,,,,,GGAL,2025-01-10,73.25,69.25,1484700,72.0
68.05999755859375,,,,,GGAL,2025-01-13,71.80000305175781,67.23999786376953,1191300,71.80000305175781
70.43000030517578,,,,,GGAL,2025-01-14,71.77999877929688,68.44999694824219,1166000,69.02999877929688
71.62999725341797,,,,,GGAL,2025-01-15,72.51000213623047,70.0999984741211,1200900,72.51000213623047
69.9000015258789,,,,,GGAL,2025-01-16,71.77999877929688,69.25,997400,71.69000244140625
67.06999969482422,,,,,GGAL,2025-01-17,70.4000015258789,65.62999725341797,1614400,69.86000061035156
70.16000366210938,,,,,GGAL,2025-01-21,70.37999725341797,66.08999633789062,1450900,67.0
70.86000061035156,,,,,GGAL,2025-01-22,71.5,68.69000244140625,956300,70.4000015258789
68.9000015258789,,,,,GGAL,2025-01-23,70.97000122070312,68.81999969482422,1028200,70.8499984741211
68.2300033569336,,45.637108693359416,,,GGAL,2025-01-24,71.2300033569336,66.75,988700,69.1500015258789
64.7699966430664,,36.92116695868987,,,GGAL,2025-01-27,67.47000122070312,63.04999923706055,1710900,67.30999755859375
65.9000015258789,,40.89156218130583,,,GGAL,2025-01-28,65.94999694824219,63.0099983215332,882200,65.2699966430664
68.37999725341797,,48.54617226896934,,,GGAL,2025-01-29,68.47000122070312,64.79000091552734,735000,65.9800033569336
69.30000305175781,,51.07726820619267,,,GGAL,2025-01-30,71.13999938964844,68.19999694824219,1030100,69.31999969482422
67.4800033569336,,46.23218972394085,,,GGAL,2025-01-31,69.83000183105469,67.4000015258789,1021000,69.13999938964844
65.18000030517578,,40.9461760252206,,,GGAL,2025-02-03,66.83999633789062,64.66999816894531,835400,65.75
65.41999816894531,,41.69529546394614,,,GGAL,2025-02-04,67.22000122070312,65.18000030517578,498500,65.18000030517578
63.70000076293945,,37.97711776281474,,,GGAL,2025-02-05,65.55000305175781,63.5099983215332,569200,64.95999908447266
66.6500015258789,,46.74825575342647,,,GGAL,2025-02-06,66.87999725341797,64.41000366210938,808100,64.41000366210938
63.59000015258789,,40.37069757010934,,,GGAL,2025-02-07,67.54000091552734,62.70000076293945,914700,66.83999633789062
63.040000915527344,,39.33206738133719,-2.336836392426875,,GGAL,2025-02-10,65.47000122070312,62.70000076293945,924900,62.70000076293945
58.61000061035156,,32.15604657282575,-2.744669140871764,,GGAL,2025-02-11,62.20000076293945,57.900001525878906,2373600,61.75
58.09000015258789,,31.43114054894246,-3.0743994601772897,,GGAL,2025-02-12,59.970001220703125,57.5,1112000,57.5
59.040000915527344,,34.34322212690791,-3.221915752502099,,GGAL,2025-02-13,59.56999969482422,57.29999923706055,1004600,59.0099983215332
58.79999923706055,,33.95093562328919,-3.319919639614305,,GGAL,2025-02-14,60.16999816894531,58.13999938964844,905200,60.040000915527344
59.2400016784668,,35.40763195048976,-3.3237695599505486,,GGAL,2025-02-18,60.470001220703125,55.84000015258789,1758800,56.09000015258789
59.54999923706055,,36.47070777723697,-3.264179013546112,,GGAL,2025-02-19,61.029998779296875,58.72999954223633,1083100,59.560001373291016
61.04999923706055,,41.48881140399248,-3.06063452261904,,GGAL,2025-02-20,61.369998931884766,58.709999084472656,884400,60.189998626708984
